id_infraccion,fecha_infraccion,ao_infraccion,mes,categoria,articulo,fraccion,inciso,parrafo,placa,color,marca_general,marca,submarca,en_la_calle,entre_calle,y_calle,colonia,alcaldia,codigo_postal,longitud,latitud
id-4225915811,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SA3971862,AMARILLO,OTRA,ITALIKA,DESCONOCIDO,Periferico ,Guadalupe Magaña,Revolución Social,UNIDAD HAB. VICENTE GUERRERO ,Iztapalapa,,NA,NA
id-4225915965,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988815,VERDE,OTRA,YAMAHA,DESCONOCIDO,Jarceria ,Plomeros ,Labradores , MORELOS,Venustiano Carranza,,NA,NA
id-4225915507,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SA3985182,GRIS,OTRA,ITALIKA,DESCONOCIDO,paseo de las palmas,monte livano,tarahumara,LOMAS DE CHAPULTEPEC 1 SECC,Miguel Hidalgo,,NA,NA
id-4225916474,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,6714C5,NEGRO,OTRA,ITALIKA,DESCONOCIDO,Av. Talisman,Norte 72-A,Norte 72,AMPLIACIÓN SAN JUAN DE ARAGÓN,Gustavo A. Madero,,NA,NA
id-4225918355,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AG3986721,AMARILLO,OTRA,ITALIKA,DESCONOCIDO,Chicago,Dallas,Del parque,NAPOLES,Benito Juárez,,NA,NA
id-4225916870,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,VE3982599,AZUL,OTRA,ITALIKA,DESCONOCIDO,avenida 14,calle 47,calle 45,COL. IGNACIO ZARAGOZA,Venustiano Carranza,,NA,NA
id-4225915378,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,5K2WA,BLANCO/NEGRO,OTRA,BAJAJ,PISTA,canal de MIRAMONTES ,calzada de la virger,santa Ana ,EDUCACION,Coyoacán,,NA,NA
id-4225921119,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,36DFN2,NEGRO,OTRA,VENTO,DESCONOCIDO,PANADEROS ,FERROCARRIL DE CINTURA ,CARPINTERIA , MORELOS,Venustiano Carranza,,NA,NA
id-4225919444,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CU3986158,NEGRO,OTRA,YAMAHA,DESCONOCIDO,Victor Hernández ,Gustavo Jiménez ,Federico Dávalos ,PRESIDENTE MADERO,Azcapotzalco,,NA,NA
id-4225918553,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,0386E6,BLANCO,OTRA,BAJAJ,SinValor,XOCHIMILCO ,calle 7,calle 6,AGRICOLA PANTITLAN,Iztacalco,,NA,NA
id-4225915149,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,3L9HF,ANARANJADO,HONDA,HONDA,DESCONOCIDO,jarceria,mecanicos,mineros, MORELOS,Venustiano Carranza,,NA,NA
id-4225916245,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988818,ROSA,HONDA,HONDA,DESCONOCIDO,Gran Canal ,Canal de San Juan ,Av 510,1º SECCION DE SAN JUAN DE ARAGÓN,Gustavo A. Madero,,NA,NA
id-4225917440,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988823,ANARANJADO,OTRA,VENTO,DESCONOCIDO,Av. 503,Av. 510,Av. 505,1º SECCION DE SAN JUAN DE ARAGÓN,Gustavo A. Madero,,NA,NA
id-4225914845,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7F5KM,AZUL,OTRA,VENTO BKM,TRABAJO,Río Churubusco ,estenografos ,fiscales,EL SIFON,Iztapalapa,,NA,NA
id-4225917976,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,VE3990101,ROJO,HONDA,HONDA,DESCONOCIDO,congreso de la unión,FRAY servando,oriente 30,MERCED BALBUENA,Venustiano Carranza,,NA,NA
id-4225921126,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7V8SA,BLANCO,OTRA,ITALIKA,DESCONOCIDO,privada de San Francisco ,cruz verde ,.....,BARRIO DE SAN FRANCISCO,La Magdalena Contreras,,NA,NA
id-4225915514,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,VE3982591,NEGRO,OTRA,ITALIKA,DESCONOCIDO,avenida 8,calle 43,calle 45,COL. IGNACIO ZARAGOZA,Venustiano Carranza,,NA,NA
id-4225919536,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AG3986725,AZUL,OTRA,BAJAJ,TRABAJO,Antonio maseo,Av. Jalisco,Av. Revolucion,TACUBAYA,Miguel Hidalgo,,NA,NA
id-4225916443,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,9U1FX,NEGRO,OTRA,ITALIKA,SinValor,XOCHIMILCO ,calle 7,calle 6,AGRICOLA   PANTITLAN,Iztacalco,,NA,NA
id-4225916238,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SA3971863,GRIS MINERAL,OTRA,VENTO,DESCONOCIDO,Escandon,Plutarco,Transportistas,ALVARO  OBREGON,Iztapalapa,,NA,NA
id-4225920198,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AG3986726,BLANCO,OTRA,BAJAJ,TRABAJO,Manolito,Glaciar,--,OLIVAR DE LOS PADRES,Álvaro Obregón,,NA,NA
id-4225918171,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7T4SR,NEGRO/ROJO,OTRA,ITALIKA,TRABAJO,morelos ,Jose Lopez Portillo ,...,CONSEJO AGRARISTA,Iztapalapa,,NA,NA
id-4225915392,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988813,BLANCO,OTRA,BAJAJ,DOBLE PROPOSITO,diagonal de circunvalacion ,carpinteria ,ferrocarril de cintura , MORELOS,Venustiano Carranza,,NA,NA
id-4225915415,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,8M7FC,NEGRO,OTRA,ITALIKA,DESCONOCIDO,CALZADA DE LA VIGA ,EJE 5 ,JESÚS NOLAZCO ,EL TRIUNFO,Iztapalapa,,NA,NA
id-4225917389,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,VE3982600,GRIS,OTRA,VENTO,DESCONOCIDO,eje 2 morelos,Nicolas Bravo,industria, MAGDALENA MIXHUCA,Venustiano Carranza,,NA,NA
id-4225916306,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,2K4HT,BLANCO,OTRA,ITALIKA,DESCONOCIDO,Ferrocarril de cintura,héroes de nacozari,PENITENCIARIA, MORELOS,Venustiano Carranza,,NA,NA
id-4225914524,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LA3964253,AZUL,OTRA,ITALIKA,DESCONOCIDO,campo fortuna nacional,campo Corinto,campo palizada, SAN ANTONIO,Azcapotzalco,,NA,NA
id-4225917914,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,9G9PW,AZUL,OTRA,ITALIKA,DESCONOCIDO,eje 10 sur ,Aurora Reza ,papalotl ,PUEBLO DE LOS REYES,Coyoacán,,NA,NA
id-4225917723,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,TU3987143,BLANCO,OTRA,ITALIKA,DESCONOCIDO,avenida San Jerónimo ,antoña ,.....,SAN JERÓNIMO LÍDICE,La Magdalena Contreras,,NA,NA
id-4225915040,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,TR3987687,ROJO,OTRA,ITALIKA,DESCONOCIDO,playa chaca mool,playa chaca mool,playa sol,BARRIO DE SANTIAGO SUR,Iztacalco,,NA,NA
id-4225916689,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,25589,NEGRO,OTRA,ITALIKA,DESCONOCIDO,plutarco,eje 6 ,desconcido ,NATIVITAS,Benito Juárez,,NA,NA
id-4225919192,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,TL3964964,NEGRO,OTRA,ITALIKA,DS125,avenida Tláhuac ,San Rafael Atlixco ,ejido,San Francisco Tlaltenco Pueblo,Tláhuac,,NA,NA
id-4225917877,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,4E4DF,NEGRO,OTRA,ITALIKA,DESCONOCIDO,reforma agraria,tierra y libertad ,Cuitláhuac ,SAN JOSE,Tláhuac,,NA,NA
id-4225915699,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,FL3979479,VERDE METALICO,OTRA,ITALIKA,DESCONOCIDO,Francisco I Madero ,Veracruz ,Sasatras ,MIGUEL DE LA MADRID,Iztapalapa,,NA,NA
id-4225919604,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,4B7KK,ROJO,HONDA,HONDA,DESCONOCIDO,paseo de las palmas,montañas calizas,cerro de Maica ,LOMAS DE CHAPULTEPEC 1 SECC,Miguel Hidalgo,,NA,NA
id-4225920334,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,5D7SN,NEGRO,OTRA,BAJAJ,SinValor,AV 604,AV 629,AV 631,SAN JUAN DE ARAGÓN 2A SECCIÓN,Gustavo A. Madero,,NA,NA
id-4225917693,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,DL694,AMARILLO,VOLKSWAGEN,VOLKSWAGEN,CARIBE,San Sebastián de Aparicio,fray Toribio de venavente ,Eduardo Molina ,VASCO DE QUIROGA,Gustavo A. Madero,,NA,NA
id-4225921102,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,736SAL,AZUL,CHEVROLET,CHEVROLET,CAVALIER,Diagonal San Antonio,mitla,monte alban,NARVARTE ORIENTE,Benito Juárez,,NA,NA
id-4225915989,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,6F1WK,BLANCO,OTRA,YAMAHA,DESCONOCIDO,Av. Revolucion,San Carlos,Alvista,TLACOPAC,Álvaro Obregón,,NA,NA
id-4225915897,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SF3975553,GRIS,OTRA,ITALIKA,TRABAJO,CASTORENA ,JESÚS DEL MONTE ,5 CERRADA DE CASTORENA ,CUAJIMALPA CENTRO,Cuajimalpa de Morelos,,NA,NA
id-4225918256,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LV3980507,BLANCO/ROJO,OTRA,ITALIKA,DESCONOCIDO,municipio libre ,Andrés Molina enriquez ,desconcido ,AMPLIACIÓN SINATEL,Iztapalapa,,NA,NA
id-4225918997,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AG3986723,ANARANJADO,OTRA,ITALIKA,DESCONOCIDO,Arteaga,Cerrada de frontera,Frontera,SAN ÁNGEL,Álvaro Obregón,,NA,NA
id-4225915798,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CO3984428,AZUL,SUZUKI,SUZUKI,DESCONOCIDO,Tlalpan ,Rio churubusco ,Nadadores ,CONTRY CLUB,Coyoacán,,NA,NA
id-4225920075,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,8H1LT,AZUL CIELO,NA,DESCONOCIDO,DESCONOCIDO,Extremadura,Poussin ,av patriotismo ,INSURGENTES MIXCOAC,Benito Juárez,,NA,NA
id-4225917457,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,9U2FZ,VINO,OTRA,ITALIKA,DESCONOCIDO,Las Torres ,Pipila,xx,LOMAS DE ZARAGOZA,Iztapalapa,,NA,NA
id-4225917518,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,FL3979486,NEGRO/ROJO,OTRA,VENTO,DESCONOCIDO,Av de las Torres ,Juan de la Barrera ,Margarita ,SAN MIGUEL TEOTONGO ,Iztapalapa,,NA,NA
id-4225918126,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CA3985039,BLANCO,OTRA,VENTO,DESCONOCIDO,eje 5,río churubusco ,STA María la purisima,CENTRAL DE ABASTOS,Iztapalapa,,NA,NA
id-4225921607,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CE3989647,NEGRO,OTRA,ITALIKA,DESCONOCIDO,Venustiano Carranza ,5 de febrero ,20 de noviembre ,CENTRO,Cuauhtémoc,,NA,NA
id-4225916924,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LN3942585,BLANCO,HONDA,HONDA,DESCONOCIDO,Cruz Blanca ,KM28 ,cruz blanca ,PABLO SAN MIGUEL TOPILEJO,Tlalpan,,NA,NA
id-4225914616,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,31KFP6,GRIS,OTRA,ITALIKA,DESCONOCIDO,ferrocarril de cintura ,panaderos ,peluqueros , MORELOS,Venustiano Carranza,,NA,NA
id-4225915903,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988814,NEGRO,OTRA,ITALIKA,DESCONOCIDO,Ferrocarril de Cintura ,Carpinteria ,Hojalateria , MORELOS,Venustiano Carranza,,NA,NA
id-4225920068,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,3B3XH,NEGRO,OTRA,ITALIKA,TRABAJO,damiana,macahuite,..,PREDIO EL MOLINO,Iztapalapa,,NA,NA
id-4225919130,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,J59CU,NEGRO,OTRA,ITALIKA,SCOOTER,AVENIDA SANTA LUCIA ,SERENATA ,HIDALGO ,COLINAS DEL SUR,Álvaro Obregón,,NA,NA
id-4225918577,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,3U6GC,VERDE,OTRA,ITALIKA,DESCONOCIDO,COYUYA ,ZUMATE,..,SANTA ANITA ,Iztacalco,,NA,NA
id-4225915385,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LN3942584,AMARILLO,OTRA,ITALIKA,DESCONOCIDO,prolongación a cueducto,carretera a sampablo,MARTIRES de río blanco,HUICHAPAN,Xochimilco,,NA,NA
id-4225918836,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,FR3984080,VERDE,OTRA,ITALIKA,DESCONOCIDO,RABAUL ,norte 75,GRANJAS ,UN HOGAR PARA CADA TRABAJADOR,Azcapotzalco,,NA,NA
id-4225915743,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,VE3982593,AZUL,OTRA,ITALIKA,DESCONOCIDO,hacienda y crédito publico,congreso,procuraduría general de justicia,FEDERAL,Venustiano Carranza,,NA,NA
id-4225915590,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LA3964254,AZUL,OTRA,CARABELA,DESCONOCIDO,AV. AQUILES SERDAN,INVIERNO,OTOÑO,ANGEL SIMBRON,Azcapotzalco,,NA,NA
id-4225917594,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,97PWK2,NEGRO,OTRA,VENTO,TRABAJO,CARRETERA SAN MATEO SANTA ROSA ,AVENIDA TAMAULIPAS ,ARTEAGA Y SALAZAR ,EL CONTADERO,Cuajimalpa de Morelos,,NA,NA
id-4225919673,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,8D6DP,NEGRO,OTRA,VENTO,SCOOTER,vialidad de los cincos ,ENBACES VACIOS ,eje 5,CENTRAL DE ABASTOS IZTAPALAPA,Iztapalapa,,NA,NA
id-4225919734,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,TL3964966,NEGRO,OTRA,ITALIKA,DS125,boulevard nuevo leon ,cerrada de boulevard ,Campeche ,BARRIO SANTA MARTHA,Milpa Alta,,NA,NA
id-4225920815,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AN3976446,VINO,OTRA,BAJAJ,PISTA,Avenida del Taller ,congreso de la unión ,bacerak, MAGDALENA MIXHUCA,Venustiano Carranza,,NA,NA
id-4225918027,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CO3984438,BLANCO/AZUL,OTRA,ITALIKA,DESCONOCIDO,Pedro Enrique Ureña ,Aurora Reza ,papalotl,PUEBLO DE LOS REYES,Coyoacán,,NA,NA
id-4225919208,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,5K4HB,ROJO,OTRA,ITALIKA,DESCONOCIDO,Félix cuevas ,Juan Sánchez Ascon,desconcido ,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225918737,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988828,VERDE,OTRA,ITALIKA,DESCONOCIDO,Av. 699,Taxímetros ,Av. 608,NARCISO BASSOLS,Gustavo A. Madero,,NA,NA
id-4225919277,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CE3989643,NEGRO,OTRA,BAJAJ,PISTA,Tamaulipas ,Campeche ,Mexicali ,CONDESA,Cuauhtémoc,,NA,NA
id-4225915132,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,5H4BM,NEGRO,OTRA,VENTO,DESCONOCIDO,Antonio delfin madrigal ,eje 10,av. del iman,PEDREGAL DE SANTO DOMINGO ,Coyoacán,,NA,NA
id-4225920419,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CA3985051,ROJO,HONDA,HONDA,NAVI 110,churubusco ,oriente 118,TEZONTLE , GABRIEL RAMOS MILLAN,Iztacalco,,NA,NA
id-4225915767,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AG3986716,ROSA,OTRA,ITALIKA,DESCONOCIDO,Cerrada de San Antonio,San Antonio,--,CIUDAD DE LOS DEPORTES,Benito Juárez,,NA,NA
id-4225921201,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988837,NEGRO,OTRA,ITALIKA,DESCONOCIDO,CONGRESO DE LA UNIÓN ,SASTRERIA ,IMPRENTA , MORELOS,Venustiano Carranza,,NA,NA
id-4225918157,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,9L5PV,ROJO,OTRA,ITALIKA,DESCONOCIDO,Refinería Corona,Campo lomitas,Campo Moloacán ,SAN ANDRES,Azcapotzalco,,NA,NA
id-4225920617,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,6C3LK,ROJO,OTRA,VENTO,PHANTOM,Luis Hidalgo monroy ,matamoros ,lomita,AMP SAN MIGUEL,Iztapalapa,,NA,NA
id-4225916528,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SF3975556,NEGRO,OTRA,ITALIKA,TRABAJO,CENTENARIO ,PAPANOA ,TEMIZ ,BOSQUES DE TARANGO,Álvaro Obregón,,NA,NA
id-4225919772,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,8342C4,GRIS,OTRA,VENTO,SCOOTER,vialidad del 5,eje 5 sur,ENBACES VACIOS ,CENTRAL DE ABASTO,Iztapalapa,,NA,NA
id-4225915729,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,VE3982592,VINO,OTRA,ITALIKA,DESCONOCIDO,eje 1,anfora,Eduardo Molina,PENITENCIARIA,Venustiano Carranza,,NA,NA
id-4225920136,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,PI3981344,NEGRO/ROJO,HONDA,HONDA,DESCONOCIDO,av. tlahuac,antoquia,viveros,LOMAS ESTRELLA 1A,Iztapalapa,,NA,NA
id-4225919079,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,8S2PH,AMARILLO,HONDA,HONDA,DESCONOCIDO,Javier barros Sierra ,González Blanco ,Ernesto Orochorto ,ADOLFO   LOPEZ   MATEOS,Venustiano Carranza,,NA,NA
id-4225914975,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,1A9PA,VINO,OTRA,ITALIKA,DESCONOCIDO,Puerto alegre ,calzada de la viga ,arqueologos,EL RETOÑO,Iztapalapa,,NA,NA
id-4225914340,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,4303E7,NEGRO,HONDA,HONDA,DESCONOCIDO,labradores ,ferrocarril de cintura ,mecánicos, MORELOS,Venustiano Carranza,,NA,NA
id-4225918508,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AG3986722,GUINDA,OTRA,ITALIKA,DESCONOCIDO,Glaciar,San Pablo,--,OLIVAR DE LOS PADRES,Álvaro Obregón,,NA,NA
id-4225916788,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,9K4PD,AZUL,OTRA,ITALIKA,DESCONOCIDO,Delfín Madrigal ,Dalias,Jecuite ,PEDREGAL DE SANTO DOMINGO ,Coyoacán,,NA,NA
id-4225920556,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,2S9DS,BLANCO,HONDA,HONDA,DESCONOCIDO,cuacacalli,nezahualpiyi ,arrollo tlalloc,AMP ESTRELLA DEL SUR,Iztapalapa,,NA,NA
id-4225920488,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,4M3ES,GRIS,OTRA,BAJAJ,PISTA,Guillermo villasana ,Díaz Ordaz ,Luis Beriot ,ADOLFO   LOPEZ   MATEOS,Venustiano Carranza,,NA,NA
id-4225916153,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,6S7HS,ANARANJADO,OTRA,KTM,DEPORTIVA,Paraiso,Av Ermita Iztapalapa ,xx,Xalpa,Iztapalapa,,NA,NA
id-4225915453,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,HDJ376A,GRIS,CHEVROLET,CHEVROLET,ASTRA,Metrobus 1,Chihuahua ,Yucatán ,ROMA NORTE,Cuauhtémoc,,NA,NA
id-4225916986,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988821,GRIS,OTRA,BAJAJ,SinValor,Av. 506,Av. 503,Av. 505,1º SECCION DE SAN JUAN DE ARAGÓN,Gustavo A. Madero,,NA,NA
id-4225917082,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CO3984432,NEGRO,OTRA,ITALIKA,DESCONOCIDO,Tetiz,conkal,Hocaba,PEDREGAL DE SAN NICOLÁS,Tlalpan,,NA,NA
id-4225920686,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7X4JX,NEGRO,OTRA,VENTO,DESCONOCIDO,CONGRESO DE LA UNIÓN ,DIAGONAL DE CIRCUNVALACION,JARDINEROS , MORELOS,Venustiano Carranza,,NA,NA
id-4225916825,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LV3980503,ROJO,OTRA,VENTO,DESCONOCIDO,calzada de la viga,técnicos y Manuales ,desconcido , CAMPAMENTO 2 DE OCTUBRE,Iztacalco,,NA,NA
id-4225916542,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7970G4,NEGRO/ROJO,OTRA,VENTO,SinValor,AVENIDA LA BRECH,GAVIOTAS ,BARRANCA,TLALPEXCO,Gustavo A. Madero,,NA,NA
id-4225918263,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7J4AK,NEGRO,OTRA,ITALIKA,DESCONOCIDO,5 de mayo,arboledas ,cerrada doce de octubre ,AMP ARBOLEDAS,Milpa Alta,,NA,NA
id-4225919512,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CA3985046,GRIS,OTRA,ITALIKA,SCOOTER,av principal ,central de abastos ,Lolita Ayala ,CENTRAL DE ABASTO,Iztapalapa,,NA,NA
id-4225916122,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988817,NEGRO,OTRA,ITALIKA,DESCONOCIDO,Oriente 95 ,Norte 54 A,Norte 54,Ampliación Mártires de Río Blanco,Gustavo A. Madero,,NA,NA
id-4225916252,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,5G7ZN,GRIS,OTRA,YAMAHA,DESCONOCIDO,circunvalacion,Joaquín herrera,nacional, MORELOS,Venustiano Carranza,,NA,NA
id-4225916160,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7814E9,VERDE,OTRA,YAMAHA,DESCONOCIDO,ferrocarril de cintura,héroes de nacozari,PENITENCIARIA, MORELOS,Venustiano Carranza,,NA,NA
id-4225919888,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,9U8NW,ROJO,OTRA,YAMAHA,FZ6,av mexico,eje 6,no proporciona, ART 4 CONST.  SANTA MARIA AZTAHUACAN,Iztapalapa,,NA,NA
id-4225917822,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,2K2NU,ROJO,OTRA,VENTO,DESCONOCIDO,ESTADO DE MÉXICO ,LÓPEZ MATEOS ,TECNOLOGICO ,LOMA LA PALMA,Gustavo A. Madero,,NA,NA
id-4225914319,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,G31VE,NEGRO,OTRA,ITALIKA,DESCONOCIDO,Calle 12,Calle 17,Calle 19,PROHOGAR,Azcapotzalco,,NA,NA
id-4225914562,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LV3980488,NEGRO/ROJO,OTRA,ITALIKA,DS150,Pensilvania ,Arizona ,desconcido ,NAPOLES,Benito Juárez,,NA,NA
id-4225917563,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,6220B8,AZUL,OTRA,ITALIKA,DESCONOCIDO,paseo de la reforma,rocallosas ,apalaches,LOMAS DE CHAPULTEPEC 1 SECC,Miguel Hidalgo,,NA,NA
id-4225920914,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,2J4GU,GRIS,OTRA,ITALIKA,DESCONOCIDO,Avenida Taxqueña,Hidalgo,Ejido,SAN FRANCISCO CULHUACÁN,Coyoacán,,NA,NA
id-4225918300,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7261F4,GRIS,OTRA,ITALIKA,VS90,constitucion de Apatzingán ,Jose arreces,no,TEPALCATES ,Iztapalapa,,NA,NA
id-4225915750,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,1M2DL,BLANCO,OTRA,ITALIKA,DESCONOCIDO,aztecas ,ocotepec ,orquídea ,LOMAS DE SAN BERNABE,La Magdalena Contreras,,NA,NA
id-4225920402,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,4M4CT,ROJO,OTRA,VENTO,PISTA,JESÚS DEL MONTE ,CASTORENA ,CERRADA LÓPEZ MATEOS ,CUAJIMALPA ,Cuajimalpa de Morelos,,NA,NA
id-4225919406,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,2L6WR,ROJO,OTRA,ITALIKA,DESCONOCIDO,EJE 1 NORTE,ORIENTE 144,..,MOCTEZUM 2A. SECCION,Venustiano Carranza,,NA,NA
id-4225915552,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,TR3987691,AZUL,OTRA,ITALIKA,DESCONOCIDO,Eje 3,Recreo ,Los reyes,BARRIO LOS ANGELES,Iztacalco,,NA,NA
id-4225914791,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7F5KM,AZUL,OTRA,VENTO BKM,TRABAJO,Río Churubusco ,estenografos ,fiscales,EL SIFON,Iztapalapa,,NA,NA
id-4225916993,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,G63UN,NEGRO/ROJO,HONDA,HONDA,TRABAJO,CENTENARIO ,PAPANOA ,TEMIZ ,BOSQUES DE TARANGO,Álvaro Obregón,,NA,NA
id-4225917228,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,3H4GH,ANARANJADO,OTRA,ITALIKA,DESCONOCIDO,Tizimin ,Izamal ,Yucaltepen ,PEDREGAL DE SAN NICOLÁS,Tlalpan,,NA,NA
id-4225916887,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,G61XS,BLANCO,OTRA,YAMAHA,DESCONOCIDO,LORETO FABELA ,Av. 508,Av. 510,2DA SECC SN J DE ARAGON,Gustavo A. Madero,,NA,NA
