id_infraccion,fecha_infraccion,ao_infraccion,mes,categoria,articulo,fraccion,inciso,parrafo,placa,color,marca_general,marca,submarca,en_la_calle,entre_calle,y_calle,colonia,alcaldia,codigo_postal,longitud,latitud
id-4225921553,45046,2023,NA,Estacionar en lugares prohíbidos,30,IV,-----,CUARTO,NJH5095,CAFE,NISSAN,NISSAN,XTRAIL 5 PUERTAS,campo marte,chivatito,auditorio,BOSQUE DE CHAPULTEPEC I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225913725,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,U58BKH,BLANCO,OTRA,RAM,C/V,rep. Guatemala,margil,anillo de circunvalación,CENTRO,Cuauhtémoc,,NA,NA
id-4225917655,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,NRE5628,CAFE,NISSAN,NISSAN,TSURU,docenceles ,Brazil ,Argentina ,CENTRO,Cuauhtémoc,,NA,NA
id-4225921072,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,B77BDX,ROJO,VOLKSWAGEN,VOLKSWAGEN,VENTO 4 PUERTAS,Calle Palma,Venustiano Carranza ,16 de septiembre ,CENTRO,Cuauhtémoc,,NA,NA
id-4225915996,45046,2023,NA,Estacionar en lugares prohíbidos,30,VI,-----,SEXTO,F43AGU,ROJO,NISSAN,NISSAN,XTRAIL 5 PUERTAS,Extremadura,malaga,cadiz,INSURGENTES MIXCOAC,Benito Juárez,,NA,NA
id-4225919680,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,LUW531A,AZUL,KIA,KIA,RIO,vizcainas,aldaco,eje central,CENTRO (AREA 1),Cuauhtémoc,,NA,NA
id-4225915231,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,7J5CW,NEGRO,OTRA,YAMAHA,DESCONOCIDO,revolución ,progreso ,benjamín Franki ,COL. ESCANDON,Miguel Hidalgo,,NA,NA
id-4225913961,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,U71ABZ,DORADO,VOLKSWAGEN,VOLKSWAGEN,VENTO 4 PUERTAS,Avenida Ejército Nacional,Juan Racine ,.,IRRIGACIÓN,Miguel Hidalgo,,NA,NA
id-4225921188,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,2C4FW,NEGRO/ROJO,NA,DESCONOCIDO,DESCONOCIDO,16 de Septiembre,camarones ,libertad ,CENTRO DE AZCAPOTZALCO,Azcapotzalco,,NA,NA
id-4225918195,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,FR3984077,ROJO,HONDA,HONDA,DESCONOCIDO,Jesús Carranza ,eje 2,reforma, MORELOS,Cuauhtémoc,,NA,NA
id-77909302,45046,2023,NA,Estacionar en lugares prohíbidos,30,XXI,-----,SEGUNDO,14F387,,NA,,,ALEJANDRO DUMAS,LUIS G URBINA,CAMPOS ELISEOS,POLAANCO,Miguel Hidalgo,,NA,NA
id-4225919925,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,J35BMV,GRIS,HYUNDAI,HYUNDAI,CRETA,Avenida Canal de Miramontes,calzada de las brujas ,Acoxpa ,EX HACIENDA COAPA,Tlalpan,,NA,NA
id-4225920471,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,710TCR,GRIS,HONDA,HONDA,CRV,República de Uruguay,5 de febrero ,Isabel la católica ,CENTRO,Cuauhtémoc,,NA,NA
id-4225913862,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,C25BKS,GRIS,NISSAN,NISSAN,SENTRA FE,Avenida 5 de Mayo,palma,Isabel la catolica,CENTRO,Cuauhtémoc,,NA,NA
id-4225914999,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,9484D6,BLANCO,OTRA,ITALIKA,DESCONOCIDO,Francisco sosa,Melchor ocampo,pino,BARRIO SANTA CATARINA,Coyoacán,,NA,NA
id-4225918614,45046,2023,NA,Estacionar en lugares prohíbidos,30,XIX,-----,QUINTO,287SMZ,BLANCO,CHEVROLET,CHEVROLET,CORSA,Calzada de Guadalupe,Nezahualcóyotl ,Moctezuma ,ARAGÓN LA VILLA,Gustavo A. Madero,,NA,NA
id-4225918225,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,V65BEB,BLANCO,SEAT,SEAT,IBIZA,José ceballos,parque lira,José rebollar,AMP SAN MIGUEL,Miguel Hidalgo,,NA,NA
id-4225915873,45046,2023,NA,Estacionar en lugares prohíbidos,30,VII,-----,SEXTO,A0401D,ROSA,VOLKSWAGEN,VOLKSWAGEN,VENTO 4 PUERTAS,Calzada de las Águilas,Fresnos,tercera de bahia,SAN CLEMENTE SUR,Álvaro Obregón,,NA,NA
id-4225920969,45046,2023,NA,Estacionar en lugares prohíbidos,30,IV,-----,CUARTO,A76AUG,GRIS,OTRA,RENAULT,LOGAN,Diagonal San Antonio,mitla,la quemada,NARVARTE ORIENTE,Benito Juárez,,NA,NA
id-4225918799,45046,2023,NA,Estacionar en lugares prohíbidos,30,XIX,-----,QUINTO,PYH432C,ROJO,KIA,"""KIA MOTORS MEXICO, S. A. DE C.V.""",SPORTAGE 5 PUERTAS IMPORTADO,Avenida Santa Fe,Antonio dovali ,Joaquín Gallo ,Desconocido,Álvaro Obregón,,NA,NA
id-4225917945,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,2K9DC,ROJO,OTRA,DINAMO,TRABAJO,peralvillo ,LIBERTAD ,Jaime nuno , MORELOS,Cuauhtémoc,,NA,NA
id-4225921409,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,C97AVD,GRIS,CHEVROLET,CHEVROLET,SPARK,av Coyoacán,parroquia,Jose Maria rico ,COL DEL VALLE,Coyoacán,,NA,NA
id-4225917464,45046,2023,NA,Estacionar en lugares prohíbidos,30,IV,-----,CUARTO,Y46AAA,BLANCO,OTRA,RENAULT,SANDERO,auditorio,chivatito,reforma,BOSQUE DE CHAPULTEPEC I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225913794,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,A9132B,ROSA,CHEVROLET,CHEVROLET,AVEO,Avenida Baja California,Toluca,Ures,ROMA SUR,Cuauhtémoc,,NA,NA
id-4225920778,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,E15BLA,ROJO,MG,MG,COUPE,Eje 3 Poniente,Félix Cuevas,parroquia,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225921638,45046,2023,NA,Estacionar en lugares prohíbidos,30,XII,-----,TERCERO,166ZCP,GRIS PLATA,NISSAN,NISSAN,VERSA,Avenida Ricardo Flores Magón,PASEO DE LA REFORMA NORTE,IGNACIO ALLENDE ,GUERRERO,Cuauhtémoc,,NA,NA
id-4225914289,45046,2023,NA,Estacionar en lugares prohíbidos,30,II,-----,CUARTO,6642C7,NEGRO,NA,DESCONOCIDO,DESCONOCIDO,Prolongación Moliére,miguel Cervantes Saavedra ,.,GRANADA,Miguel Hidalgo,,NA,NA
id-4225914265,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,2L7FY,BLANCO/NEGRO,NA,DESCONOCIDO,DESCONOCIDO,Prolongación Moliére,Ejercito Nacional ,Miguel Cervantes Saavedra ,GRANADA,Miguel Hidalgo,,NA,NA
id-4225914029,45046,2023,NA,Estacionar en lugares prohíbidos,30,XV,-----,SEXTO,0360224,VERDE,NA,DESCONOCIDO,DESCONOCIDO,prolongación división del norte,andador 24,Miramontes ,NARCISO MENDOZA,Tlalpan,,NA,NA
id-4225921348,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,H42ACX,AZUL,CHEVROLET,CHEVROLET,SONIC,Eje 3 Poniente,parroquia,Jose Maria rico ,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225915316,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,SJ3989208,NEGRO,OTRA,ITALIKA,DESCONOCIDO,revolución ,progreso ,benjamín Franki ,COL. ESCANDON,Miguel Hidalgo,,NA,NA
id-4225913749,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,C24AZM,BLANCO,CHRYSLER,DODGE,RAM 1500,Avenida Río Soto La Marina,Río mixteco ,Río nexapa ,LOS PASEOS DE CHURUBUSCO,Iztapalapa,,NA,NA
id-4225920679,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,NHP2386,GRIS,VOLKSWAGEN,VOLKSWAGEN,GOL 4 PUERTAS,Av Grutas ,Paseo de la Reforma,Mahatma Gandi ,BOSQUE DE CHAPULPETEC,Miguel Hidalgo,,NA,NA
id-4225913831,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,PEC7381,BLANCO,NA,DESCONOCIDO,DESCONOCIDO,Lamartine,Isaac Newton,Horacio,POLANCO,Miguel Hidalgo,,NA,NA
id-4225920945,45046,2023,NA,Estacionar en lugares prohíbidos,30,XIX,-----,QUINTO,3501B5,ROJO,NA,DESCONOCIDO,DESCONOCIDO,Calle Francisco J. Serrano,Carlos lazo,Antonio dobali,CDSANTA FE,Cuajimalpa de Morelos,,NA,NA
id-4225919161,45046,2023,NA,Estacionar en lugares prohíbidos,30,XII,-----,TERCERO,T87BCN,GRIS,MERCEDES BENZ,MERCEDES BENZ,DESCONOCIDO,Calle Allende,Perú,Honduras ,CENTRO,Cuauhtémoc,,NA,NA
id-4225914067,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,PBL6637,ROJO,NISSAN,NISSAN,SENTRA,República de Uruguay,5 de febrero ,Isabel la católica ,CENTRO,Cuauhtémoc,,NA,NA
id-4225920273,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,922XYS,ROJO,CHRYSLER,FIAT,LINEA,donceles,eje central,allende,CENTRO (AREA 1),Cuauhtémoc,,NA,NA
id-4225919451,45046,2023,NA,Estacionar en lugares prohíbidos,30,XIX,-----,QUINTO,5G8CB,NEGRO,NA,DESCONOCIDO,DESCONOCIDO,horacio ,spencer,Mariano escobddo,POLANCO  V SECCION,Miguel Hidalgo,,NA,NA
id-4225916566,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,36KGT1,BLANCO,HONDA,HONDA,DESCONOCIDO,JOSE LUIS LAGRANGE,HORACIO,PRIVADA DE HORACIO ,POLANCO,Miguel Hidalgo,,NA,NA
id-4225918072,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,2X4MJ,AZUL,OTRA,YAMAHA,DESCONOCIDO,correo mayor ,Uruguay ,salvador ,CENTRO ,Cuauhtémoc,,NA,NA
id-4225920600,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,NZT8809,GRIS,NISSAN,NISSAN,VERSA,Río Guadalquivir,río panuco,río Lerma ,Desconocido,Cuauhtémoc,,NA,NA
id-4225918003,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,CE3989635,BLANCO,OTRA,VENTO,DESCONOCIDO,insurgentes ,Yucatán ,Guanajuato ,ROMA  NORTE,Cuauhtémoc,,NA,NA
id-4225918164,45046,2023,NA,Estacionar en lugares prohíbidos,30,II,-----,CUARTO,A1556B,ROSA,NISSAN,NISSAN,VERSA,Avenida Gran Canal,Villa de Ayala ,oriente 167,SAN FELIPE DE JESÚS,Gustavo A. Madero,,NA,NA
id-4225917334,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,NTZ7518,BLANCO,FORD,FORD,FIGO,Calle Independencia,marroquí ,Luis Moya ,CENTRO,Cuauhtémoc,,NA,NA
id-4225920587,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,Z63BLS,GRIS,FORD,FORD,DESCONOCIDO,República de Uruguay,5 de febrero ,Isabel la católica ,CENTRO,Cuauhtémoc,,NA,NA
id-4225919505,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,PDZ6273,CAFE,VOLKSWAGEN,VOLKSWAGEN,POINTER,artículo ,revillagigedo ,Luis Moya ,CENTRO,Cuauhtémoc,,NA,NA
id-4225915736,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,5M9LF,NEGRO,OTRA,VENTO,DESCONOCIDO,Plaza de la Constitución,pino Suárez ,5 de mayo ,CENTRO,Cuauhtémoc,,NA,NA
id-4225915200,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,170XRH,AZUL,OTRA,SMART,DESCONOCIDO,Miguel lauren,av Cuahutemoc ,anaxagoras ,LETRÁN VALLE,Benito Juárez,,NA,NA
id-4225919468,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,M73ALW,BLANCO,CHRYSLER,DODGE,ATTITUDE GLS,Avenida Doctor José María Vertiz,Esperanza ,obrero mundial ,NARVARTE ORIENTE,Benito Juárez,,NA,NA
id-4225917525,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,01MPB7,AMARILLO,HONDA,HONDA,DESCONOCIDO,libertad ,peralvillo ,eje 1, MORELOS,Cuauhtémoc,,NA,NA
id-4225920976,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,934XUR,ROJO,SEAT,SEAT,IBIZA,Eje 3 Poniente,Félix Cuevas,parroquia,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225920532,45046,2023,NA,Estacionar en lugares prohíbidos,30,II,-----,CUARTO,A53BJY,BLANCO,OTRA,RENAULT,KOLEOS,Avenida Gran Canal,villa de Ayala ,oriente 167,LA ESMERALDA,Gustavo A. Madero,,NA,NA
id-4225919871,45046,2023,NA,Estacionar en lugares prohíbidos,30,XIX,-----,QUINTO,P26BJC,AZUL,CHEVROLET,CHEVROLET,AVEO,Mariano Escobedo ,horacio ,homero,CHAPULTEPEC MORALES,Miguel Hidalgo,,NA,NA
id-4225917365,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,4M4EC,NEGRO,OTRA,VELOCI,TRABAJO,lago Xochimilco ,San ipolito,bahía del espíritu Santo ,ANÁHUAC I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225915606,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,9J2HY,ROJO,OTRA,ITALIKA,DS150,roa barcenas ,BOLIVAR ,eje central ,OBRERA ,Cuauhtémoc,,NA,NA
id-4225916917,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,NLK5010,NEGRO,TOYOTA,TOYOTA,HIACE,independencia,Luis moya,José María marroqui,CENTRO (AREA 1),Cuauhtémoc,,NA,NA
id-4225916177,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,X86BJE,BLANCO,SUZUKI,SUZUKI,DESCONOCIDO,Avenida Coyoacán,av Félix Cuevas ,parroquia ,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225916276,45046,2023,NA,Estacionar en lugares prohíbidos,30,II,-----,CUARTO,242ZLN,AZUL MARINO,SEAT,SEAT,IBIZA,av Coyoacán ,parroquia ,Jose Maria rico,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225920709,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,D34ALM,GRIS,NISSAN,NISSAN,XTRAIL 5 PUERTAS,Avenida Coyoacán,Félix Cuevas,parroquia ,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225921058,45046,2023,NA,Estacionar en lugares prohíbidos,30,IV,-----,CUARTO,736SAL,AZUL,CHEVROLET,CHEVROLET,CAVALIER,Diagonal San Antonio,mitla,monte alban,NARVARTE ORIENTE,Benito Juárez,,NA,NA
id-4225921164,45046,2023,NA,Estacionar en lugares prohíbidos,30,IV,-----,CUARTO,736SAL,AZUL,CHEVROLET,CHEVROLET,CAVALIER,Diagonal San Antonio,mitla,albez ,NARVARTE ORIENTE,Benito Juárez,,NA,NA
id-4225915644,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,CE3989625,AZUL,OTRA,ITALIKA,DS150,roa barcenas ,bolivar ,eje central ,OBRERA ,Cuauhtémoc,,NA,NA
id-4225915958,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,5L3CX,VERDE,OTRA,ITALIKA,DESCONOCIDO,rinconada de estrella ,lerdo,estrella,COL GUERRERO,Cuauhtémoc,,NA,NA
id-4225920464,45046,2023,NA,Estacionar en lugares prohíbidos,30,VI,-----,SEXTO,S41BHF,ANARANJADO,HONDA,HONDA,DESCONOCIDO,Paseo de la Reforma,Av.Acuario ,sn,BOSQUE DE CHAPULTEPEC I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225917785,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,1469E4,BLANCO,OTRA,YAMAHA,DESCONOCIDO,apartado ,del Carmen ,bolivia ,CENTRO,Cuauhtémoc,,NA,NA
id-4225914098,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,466WYC,ARENA,NISSAN,NISSAN,TIIDA SEDÁN 4 PUERTAS,Ferrocarril de Cuernavaca,Ejercito Nacional ,Miguel Cervantes Saavedra ,GRANADA,Miguel Hidalgo,,NA,NA
id-4225920952,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,HRE466C,BLANCO,CHEVROLET,CHEVROLET,TRAVERSE,viaducto Río piedad ,río Churubusco ,calle 47 ,GRANJAS  MEXICO,Iztacalco,,NA,NA
id-4225917044,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,SJ3989222,NEGRO,OTRA,ITALIKA,DESCONOCIDO,RIO NILO,LATERAL DE REFORMA,Río BELGA,CUAUHTEMOC,Cuauhtémoc,,NA,NA
id-4225917709,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,11KGZ9,NEGRO,HONDA,HONDA,DESCONOCIDO,bolivia ,del Carmen ,apartado ,CENTRO ,Cuauhtémoc,,NA,NA
id-4225916504,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,,ANARANJADO,OTRA,YAMAHA,DESCONOCIDO,delicias,eje central ,López ,CENTRO ,Cuauhtémoc,,NA,NA
id-4225916641,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,98KGN9,BLANCO/ROJO,HONDA,HONDA,DESCONOCIDO,Calle Poniente 54,camarones ,biologo maximino,OBRERO POPULAR,Azcapotzalco,,NA,NA
id-4225920235,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,470XZP,AZUL,SEAT,SEAT,IBIZA,donceles,eje central,allende,CENTRO (AREA 1),Cuauhtémoc,,NA,NA
id-4225916979,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,697VDC,NEGRO,OTRA,PONTIAC,MATIZ,Avenida Ricardo Flores Magón,LAZARO CARDENAS ,IGNACIO ALLENDE,NONOALCO TLATELOLCO,Cuauhtémoc,,NA,NA
id-4225918348,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,4882B5,ROJO,OTRA,ITALIKA,DESCONOCIDO,San Pablo ,las cruces ,Jesús María ,CENTRO,Cuauhtémoc,,NA,NA
id-4225915613,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,5L5UB,ROJO,OTRA,ITALIKA,DESCONOCIDO,Jesús Carranza ,eje 2,gorostiza , MORELOS,Cuauhtémoc,,NA,NA
id-4225919628,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,UPU261H,BLANCO,HONDA,HONDA,CIVIC,Avenida Presidente Masaryk,presidente masaryk,Mariano escobedo,POLANCO,Miguel Hidalgo,,NA,NA
id-4225917969,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,51KGS5,ROJO,HONDA,HONDA,DESCONOCIDO,insurgentes ,Monterrey ,colima ,ROMA NORTE,Cuauhtémoc,,NA,NA
id-4225920518,45046,2023,NA,Estacionar en lugares prohíbidos,30,XIX,-----,QUINTO,1L6BC,PLATA,OTRA,ITALIKA,DESCONOCIDO,Calzada Camarones,primera privada de Tula ,segunda privada de Tula ,SINDICATO MEXICANO DE ELECTRICISTAS,Azcapotzalco,,NA,NA
id-4225918010,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,9414C3,GRIS,OTRA,ITALIKA,DESCONOCIDO,Jesús Carranza ,eje 2,reforma , MORELOS,Cuauhtémoc,,NA,NA
id-4225919420,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,3L9TW,ROJO,OTRA,ITALIKA,DESCONOCIDO,Jesús Carranza ,reforma,eje 2, MORELOS,Cuauhtémoc,,NA,NA
id-4225919789,45046,2023,NA,Estacionar en lugares prohíbidos,30,II,-----,CUARTO,A6271K,BLANCO,NISSAN,NISSAN MEXICANA  SA DE CV,SENTRA SEDAN 4 PTAS,Avenida Gran Canal,Villa de Ayala ,oriente 167,LA ESMERALDA,Gustavo A. Madero,,NA,NA
id-4225919857,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,PWV568C,ROJO,SEAT,SEAT,IBIZA,Paseo de la Reforma,Lieja ,paseo de la Reforma ,BOSQUE CHAPULTEPEC,Cuauhtémoc,,NA,NA
id-4225920624,45046,2023,NA,Estacionar en lugares prohíbidos,30,II,-----,CUARTO,828TFG,AZUL,CHEVROLET,CHEVROLET,CHEVY C2 SEDAN,Avenida Gran Canal,villa de Ayala ,oriente 167,LA ESMERALDA,Gustavo A. Madero,,NA,NA
id-4225914227,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,A5346G,BLANCO,CHEVROLET,CHEVROLET,AVEO,Boulevard Miguel de Cervantes Saavedra,Prol molier ,.,GRANADA,Miguel Hidalgo,,NA,NA
id-4225920938,45046,2023,NA,Estacionar en lugares prohíbidos,30,IV,-----,CUARTO,899XNW,NEGRO,NISSAN,NISSAN,TIIDA 1.8 S,Diagonal San Antonio,la quemada,mitla,NARVARTE ORIENTE,Benito Juárez,,NA,NA
id-4225915934,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,3M7DA,BLANCO,OTRA,ITALIKA,TRABAJO,cerrada de FERROCARRIL ,lago zirich,lago nauchatel,AMP    GRANADA,Miguel Hidalgo,,NA,NA
id-4225918102,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,2H2ZH,NEGRO,OTRA,ITALIKA,SinValor,SERVANTES SAAVEDRA ,LAGO VICTORIA ,RIO SAN JOAQUIN ,AMP GRANADA,Miguel Hidalgo,,NA,NA
id-4225917204,45046,2023,NA,Estacionar en lugares prohíbidos,30,XIX,-----,QUINTO,M50BCU,BLANCO,GMC,GMC,DESCONOCIDO,Santa Apolonia,ferrocarriles ,Aquiles Serdán ,SAN FRANCISCO TETECALA,Azcapotzalco,,NA,NA
id-4225914173,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,659WYD,GRIS,TOYOTA,TOYOTA,CAMRY,Calle Alpes,Andes,Bulevard Adolfo López Mateos ,LOS ALPES,Álvaro Obregón,,NA,NA
id-4225917747,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,42DBH2,AZUL,OTRA,YAMAHA,DESCONOCIDO,libertad,peralvillo ,Jaime nuno , MORELOS,Cuauhtémoc,,NA,NA
id-4225921027,45046,2023,NA,Estacionar en lugares prohíbidos,30,XIX,-----,QUINTO,4SF105,BLANCO,AUDI,AUDI,DESCONOCIDO,Calle Francisco J. Serrano,Carlos lazo ,Antonio dobali ,LOMAS DE SANTA FE AMPLIACION,Cuajimalpa de Morelos,,NA,NA
id-4225918621,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,X50AAW,ROJO,OTRA,PEUGEOT,DESCONOCIDO,Calle Tres Picos,lord byron,arquimides,POLANCO I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225914432,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,A3192H,BLANCO,NISSAN,NISSAN,VERSA,Viaducto Río de la Piedad,calle 63,ng,GRANJAS MÉXICO,Iztacalco,,NA,NA
id-4225916849,45046,2023,NA,Estacionar en lugares prohíbidos,30,II,-----,CUARTO,H38ACE,AZUL CIELO,CHEVROLET,CHEVROLET,SPARK,av Coyoacán ,parroquia , Jose Maria rico ,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225920808,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,S92AFU,AZUL,FORD,FORD,FOCUS FWD,Eje 3 Poniente,Félix Cuevas,parroquia,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225916931,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,NWM7030,GRIS,FORD,FORD,ESCAPE,Calle Tres Picos,hegel,polanco,POLANCO I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225921096,45046,2023,NA,Estacionar en lugares prohíbidos,30,IV,-----,CUARTO,736SAL,AZUL,CHEVROLET,CHEVROLET,CAVALIER,Diagonal San Antonio,mitla,monte alban,NARVARTE ORIENTE,Benito Juárez,,NA,NA
id-4225921140,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,242ZLN,AZUL,SEAT,SEAT,IBIZA,Eje 3 Poniente,Felix Cuevas ,parroquia,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225921454,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,88MRE5,BLANCO,OTRA,ITALIKA,DESCONOCIDO,camino a nativitas ,calle central ,él mercado ,BARRIO XALTOCAN,Xochimilco,,NA,NA
id-4225919222,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,42F817,ROJO,TOYOTA,TOYOTA,PRIUS,Avenida Presidente Masaryk,MARIANO ESCOBEDO,SPENCER,POLANCO I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225916061,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,609SRA,BLANCO,CHEVROLET,CHEVROLET,CORSA SEDAN,Avenida Coyoacán,av Félix Cuevas ,parroquia ,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225919987,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,VBM755C,NEGRO,CHEVROLET,CHEVROLET,CAPTIVA AWD,viaducto Río piedad ,río Churubusco ,calle 47,GRANJAS MEXICO,Iztacalco,,NA,NA
id-4225920129,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,NXR5803,GRIS,TOYOTA,TOYOTA,DESCONOCIDO,viaducto Río piedad ,río Churubusco ,calle 47 ,GRANJAS MEXICO,Iztacalco,,NA,NA
id-4225918690,45046,2023,NA,Estacionar en lugares prohíbidos,30,IV,-----,CUARTO,UWH030M,BLANCO,CHEVROLET,CHEVROLET,TRAX,viaducto Río piedad,circuito interior,economia,GRANJAS MEXICO,Iztacalco,,NA,NA
id-4225916092,45046,2023,NA,Estacionar en lugares prohíbidos,30,VI,-----,SEXTO,74KFV6,GRIS,OTRA,BAJAJ,SinValor,Avenida Miguel Ángel de Quevedo,universidad ,cerro del hombre ,MANUEL ROMERO TERREROS,Coyoacán,,NA,NA
